student_id,prompt_id,text,content,wording
000e8c3c7ddb,814d6b,The third wave was an experimentto see how people reacted to a new one leader government. It gained popularity as people wanted to try new things. The students follow anything that is said and start turning on eachother to gain higher power. They had to stop the experement as too many people got to radical with it blindly following there leader,0.205682506482641,0.380537638762288
0020ae56ffbf,ebad26,They would rub it up with soda to make the smell go away and it wouldnt be a bad smell. Some of the meat would be tossed on the floor where there was sawdust spit of the workers and they would make the meat all over again with the things in it.,-0.548304076980462,0.506755353548534
004e978e639e,3b9047,"In Egypt, there were many occupations and social classes involved in day-to-day living. In many instances if you were at the bottom of the social ladder you could climb up, you didn't have to stay a peasant you could work to bring your status up. Everyone worshipped the gods Ra, Osiris, and Isis, but also they would worship their pharaohs like gods as well. Under the pharaohs were the priests, they had the responsibility to entertain or please the said god. The Chain of Command was placed to keep everyone in check, not one person could handle all the civilians and treasures without any aid. Like the tax collector, called a vizier like stated they were in charge of collecting the peoples' tax. They were also one of the rare instances who were able to read and write, that's how they were granted ""vizier"" Also the soldiers did many things as they would fight in wars or ""quelled domestic uprisings"". They were in charge of getting the slaves, farmers, and peasants to build palaces or the famous ancient pyramids. More skilled hardworking workers had occupations of craftsmen or women and physicians. This would mostly make up the middle-class people. The creative craftsmen would often make jewelry, papyrus products, pottery, tools, and many useful things people may need . Of course, you would need merchants to sell the goods to people who would pay for it.",3.12892846350062,4.23122555224945
005ab0199905,3b9047,The highest class was Pharaohs these people were gods.Then the 2nd highest class was a gonvener.Chiefs minister were called a vizier as a supervisor. (par.6),-0.210613934166593,-0.471414826967448
0070c9e7af47,814d6b,"The Third Wave developed  rapidly because the students genuinly believed that it was the best course of action. Their grades, acomplishments, and classparticipation/ behavior had improved dramatically since the experiment began. There did not seem to be any consiquenses in the students eyes. They became extremely engaged in all the Third Wave activites both inside and outside tha classroom. The experiment ended because the students were so patriotic about the ""movement"". The history class of thirty rapidly grew to 200 in three days.  That means 170 students joined a school ""movement"" in two days. Thats 85 people per day! On the fifth and final day all the students had completley believed that the ""Third Wave"" was a movement that would expell democracy. They believed a candidate from the ""movement"" would anounce its existance on television after five days of its success. The creater, Ron Jones, believed it had gone too far and for everyone's safety he shut it down.  If he hadn't the fake organization would have grown into something out of his controll. The Third Wave only lasted for a week. It could have spiralled into the American version of the Nazi Party, which is the opposite of what America stands for.",3.27289414977436,3.21975651022738
0071d51dab6d,ebad26,They would use chemicals and substances to change the color or hide the foul odors to cover up spoiled meat. They would also shred up spoiled and normal meat together into sausage and use many different substances to mask the signs of spoiling.,0.205682506482641,0.380537638762288
0072b649a88c,3b9047,The Egyptian society is really different from other socicties I have learned about. As stated in the story in paragraph 6-13 it describes how people are in different places in the pyramid. Also tells us how people are treated and what they have to pay for things and the higher people have things more easy.All the classes have a different purpose which are important in their different wyas. This is how social classes are involved in there government.,0.205682506482641,0.380537638762288
00746c7c79c3,ebad26,"Many times the factories would, according to the text, ¨rub it up with soda to take away the smell."" that is just one of the ways some of the aother ways were rubbing chemicals on the meat and cooking the meat until the rotted smell again. ",-0.878888575477238,-0.966329824896367
00791789cc1f,39c16e,1 element of an ideal tragedy is that it should be arranged on a complex plan.  Another element of an ideal tragedy is that it should only have one main issue. The last element of an ideal tragedy is that it should have a double thread plot and an opposite catastrophe for both good and bad.,-0.210613934166593,-0.471414826967448
0086ef22de8f,39c16e,"The three elements of an ideal tragedy are:  Having a character that isn't bad have misfortune befall them.,  Having no subplots, and ending in death.  ",-0.970236693352702,-0.417058297304168
0089072f5fea,3b9047,We have the gods and then Logan  and If Logan do something wh know what but then we have Frank and If Frank is go arund get people.,-1.54716321678788,-1.46124482282529
008db54e7cbc,ebad26,"The factory covered up and used spolied meat in a shady way. What I mean by this is that they would do things such as chop the spoiled meats into sausage. Another thing is that some meat that was covered in millions of spit germs and were placed in leaky roof rooms with thousands of rats. The workers even placed poisoned bread for the rats to kill them and would put the rats, breads, and meat into hoppers together. In the text, it described these instances specifically. But to make things a little more worse, they washed their hands in the water that was ladled into the sausage. ",1.21654651683248,1.16691380031605
008efab52a76,3b9047,"The social classes are different because they have different activities to do like the ""slaves and farmers. Slavery became the fate of those captured as prisoners of war. In addition to being forced to work on building projects, slaves toiled at the discretion of the pharaoh or nobles"". The only way you can go up in the social class is by going to school and becoming a scribe so you have to grow up as a government official to be one.",-0.0661115030294547,-0.715082996363196
0094589c7a22,39c16e,"Aristotle states that an ideal tragedy should have a ""complex plan"" (a well-thought-out plot), ""imitate actions which excite pity and fear"" (present ideas that might evoke certain emotions from the audience), and should only have a ""single... issue"", with the ""change of fortune"" being from ""good to bad"" (or a character's downfall). ",-0.387791203829632,-0.584181287616185
0095993991fe,814d6b,"The third wave only started as an experiment within the class but it slowly spread through kids partipating outside of class. Some kids we're even reporting back to Mr. Jones if another student didn't abide by the rules. As more and more kids joined the ""movement"" Mr. Jones realized it was slipping out of control so he terminated the movement.",0.205682506482641,0.380537638762288
00b8461e9c37,ebad26,"The factory would rub up the spoiled meat with sode to get rid of the odor. Rejected meat would be dosed with borax and glycerin, and dumped into the hoppers, and then madde over again for home consumption. ",-1.23628174790795,-0.285223272398717
00b87aefa398,3b9047,  In the egyptian structure the pharaohs and the nobels held the top positioan while pesents slave and famers worked at the base the pesents were considerd to be the famers and they often paid heavy taxes to the priest of the churchwhich was considerd tobe the king and was weathly.,-0.523082081275729,-0.40749053426627
